Date,Open,High,Low,Close,Adj Close,Volume
1998-12-22,23.312500,23.390625,23.187500,23.265625,13.500200,15200
1998-12-23,23.343750,23.750000,23.312500,23.750000,13.781272,67800
1998-12-24,23.812500,23.812500,23.593750,23.625000,13.708735,12300
1998-12-28,23.750000,23.750000,23.343750,23.500000,13.636204,13500
1998-12-29,23.562500,23.734375,23.343750,23.734375,13.772207,22000
1998-12-30,23.718750,23.718750,23.359375,23.375000,13.563677,21800
1998-12-31,23.343750,23.343750,23.218750,23.343750,13.545529,13000
1999-01-04,23.281250,23.750000,23.281250,23.328125,13.536470,28600
1999-01-05,23.468750,23.468750,23.171875,23.203125,13.463940,42700
1999-01-06,23.468750,24.000000,23.312500,23.968750,13.908202,56400
1999-01-07,23.968750,23.984375,23.578125,23.859375,13.844745,72600
1999-01-08,24.000000,24.562500,23.375000,23.968750,13.908202,421100
1999-01-11,23.750000,23.781250,23.437500,23.515625,13.645271,35000
1999-01-12,23.500000,23.593750,23.125000,23.156250,13.436734,89200
1999-01-13,22.750000,23.187500,22.687500,22.812500,13.237273,42400
1999-01-14,22.750000,22.875000,22.375000,22.375000,12.983411,70000
1999-01-15,22.562500,22.750000,22.453125,22.718750,13.182876,10700
1999-01-19,22.812500,22.812500,22.531250,22.718750,13.182876,12800
1999-01-20,22.593750,22.812500,22.515625,22.531250,13.074076,15800
1999-01-21,22.531250,22.906250,22.500000,22.718750,13.182876,23900
1999-01-22,22.750000,22.812500,22.562500,22.593750,13.110342,19300
1999-01-25,22.687500,22.687500,22.375000,22.562500,13.092211,18200
1999-01-26,22.593750,22.593750,22.156250,22.343750,12.965277,25700
1999-01-27,22.375000,22.375000,21.875000,21.937500,12.729544,37100
1999-01-28,22.000000,22.000000,21.625000,21.812500,12.657011,30800
1999-01-29,21.687500,21.812500,21.437500,21.812500,12.657011,18600
1999-02-01,21.812500,21.875000,21.593750,21.593750,12.530079,23100
1999-02-02,21.625000,21.812500,21.531250,21.625000,12.548215,26500
1999-02-03,21.750000,22.250000,21.750000,22.125000,12.838340,29400
1999-02-04,22.125000,22.312500,22.062500,22.250000,12.910874,26000
1999-02-05,22.312500,22.937500,22.187500,22.875000,13.273540,66000
1999-02-08,22.968750,23.187500,22.937500,23.187500,13.454875,31100
1999-02-09,23.218750,23.218750,22.750000,22.750000,13.201009,64300
1999-02-10,22.843750,23.062500,22.687500,22.812500,13.237273,69300
1999-02-11,22.718750,22.718750,22.281250,22.625000,13.128479,216800
1999-02-12,22.375000,22.625000,22.156250,22.156250,12.856480,242300
1999-02-16,22.328125,22.437500,21.781250,22.000000,12.765815,36600
1999-02-17,21.875000,22.093750,21.750000,21.781250,12.638876,41700
